sample_id,label,face_prob_avg
sample_0236,real,0.37332749366760254
sample_0237,real,0.46807004511356354
sample_0238,real,0.46886953711509705
sample_0239,real,0.3372752815485
sample_0240,real,0.5447160005569458
sample_0241,real,0.6225006580352783
sample_0242,real,0.4495052248239517
sample_0243,real,0.6348578929901123
sample_0244,real,0.4919188767671585
sample_0245,real,0.526764377951622
sample_0246,real,0.53199702501297
sample_0247,real,0.29825894534587855
sample_0248,real,0.4423672705888748
sample_0249,real,0.584154337644577
sample_0250,real,0.6825093626976013
sample_0251,real,0.4473044127225876
sample_0252,real,0.2713885903358459
sample_0253,real,0.3741626888513565
sample_0254,real,0.38543403148651123
sample_0255,real,0.44054369628429413
sample_0256,real,0.3809216767549515
sample_0257,real,0.41249699890613556
sample_0258,real,0.18997683376073835
sample_0259,real,0.3668075501918793
sample_0260,real,0.5400144457817078
sample_0261,real,0.5978891849517822
sample_0262,real,0.5387353897094727
sample_0263,real,0.38001495599746704
sample_0264,real,0.44755010306835175
sample_0265,real,0.35280789434909815
sample_0266,real,0.4960157424211502
sample_0267,real,0.4077392518520355
sample_0268,real,0.39849805831909174
sample_0269,real,0.5859187543392181
sample_0270,real,0.618257075548172
sample_0271,real,0.3890163451433182
sample_0272,real,0.5111250281333923
sample_0273,real,0.5223192572593689
sample_0274,real,0.3415030390024185
sample_0275,real,0.30511881411075586
sample_0276,real,0.26836347579956055
sample_0277,real,0.395633339881897
sample_0278,real,0.5241859555244446
sample_0279,real,0.2931822538375854
sample_0280,real,0.2589760273694992
sample_0281,real,0.507281631231308
sample_0282,real,0.39759980142116547
sample_0283,real,0.4552273601293564
sample_0284,real,0.3783593475818634
sample_0285,real,0.39553768932819366
sample_0286,real,0.381276473402977
sample_0287,real,0.49790316820144653
sample_0288,real,0.7089734673500061
sample_0289,real,0.38113608956336975
sample_0290,real,0.35558271408081055
sample_0291,real,0.3526062965393066
sample_0292,real,0.3316710591316223
sample_0293,real,0.4209985285997391
sample_0294,real,0.3486579805612564
sample_0295,real,0.43148885667324066
sample_0296,real,0.1595554500818252
sample_0297,real,0.2478022500872612
sample_0298,real,0.33822052180767054
sample_0299,real,0.3690175861120224
sample_0300,real,0.5863152742385864
sample_0301,real,0.425939217209816
sample_0302,real,0.2808845788240433
sample_0303,real,0.5359841585159302
sample_0304,real,0.3909233808517456
sample_0305,real,0.4247361570596695
sample_0306,real,0.522753894329071
sample_0307,real,0.6202043294906616
sample_0308,real,0.35444036126136774
sample_0309,real,0.4409201145172119
sample_0310,real,0.42915262281894684
sample_0311,real,0.47950252890586853
sample_0312,real,0.3818719089031219
sample_0313,real,0.4797820448875427
sample_0314,real,0.66031613945961
sample_0315,real,0.37249577045440674
sample_0316,real,0.5377560555934906
sample_0317,real,0.38737305998802185
sample_0318,real,0.41523545980453486
sample_0319,real,0.3549626022577286
sample_0320,real,0.41969829797744745
sample_0321,real,0.4104658514261246
sample_0322,real,0.49479764699935913
sample_0323,real,0.5289293080568314
sample_0324,real,0.24653600156307215
sample_0325,real,0.41315294802188873
sample_0326,real,0.500481441617012
sample_0327,real,0.38109825551509857
sample_0328,real,0.4948045313358307
sample_0329,real,0.35137724876403803
sample_0330,real,0.27950924634933466
sample_0331,real,0.36799414455890656
sample_0332,real,0.36398281157016754
sample_0333,real,0.5489131659269333
sample_0334,real,0.5462795495986938
sample_0335,real,0.3561084419488907
sample_0336,real,0.5481811165809631
sample_0337,real,0.35255299508571625
sample_0338,real,0.21735590696334833
sample_0339,real,0.5111762583255768
sample_0340,real,0.5118888467550278
sample_0341,real,0.7287585437297821
sample_0342,real,0.27263458073139185
sample_0343,real,0.4544762223958969
sample_0344,real,0.358717069029808
sample_0345,real,0.3753540813922882
sample_0346,real,0.28332558274269104
sample_0347,real,0.6836790144443512
sample_0348,real,0.42461957037448883
sample_0349,real,0.4394823163747787
sample_0350,real,0.2870948314666748
sample_0351,real,0.6455383002758026
sample_0352,real,0.2995242476463318
sample_0353,real,0.471984326839447
sample_0354,real,0.5198433697223663
sample_0355,real,0.45552682876586914
sample_0356,real,0.4106017202138901
sample_0357,real,0.4107587337493896
sample_0358,real,0.42683587968349457
sample_0359,real,0.42151643335819244
sample_0360,real,0.40783730149269104
sample_0361,real,0.5108594000339508
sample_0362,real,0.4302252531051636
sample_0363,real,0.4960735887289047
sample_0364,real,0.34150803089141846
sample_0365,real,0.4878521114587784
sample_0366,real,0.3556801155209541
sample_0367,real,0.4046448916196823
sample_0368,real,0.4293462187051773
sample_0369,real,0.46085041761398315
sample_0370,real,0.3116551339626312
sample_0371,real,0.35893601179122925
sample_0372,real,0.25169476866722107
sample_0373,real,0.3695119470357895
sample_0374,real,0.4596559405326843
sample_0375,real,0.2804802283644676
sample_0376,real,0.4592885226011276
sample_0377,real,0.4434096068143844
sample_0378,real,0.5457511246204376
sample_0379,real,0.6234199702739716
sample_0380,real,0.5149872750043869
sample_0381,real,0.5183462202548981
sample_0382,real,0.6187350451946259
sample_0383,real,0.4272935390472412
sample_0384,real,0.4747227430343628
sample_0385,real,0.3520896434783935
sample_0386,real,0.5116567611694336
sample_0387,real,0.335877001285553
sample_0388,real,0.32142314314842224
sample_0389,real,0.43796706944704056
sample_0390,real,0.29983866959810257
sample_0391,real,0.4137087017297745
sample_0392,real,0.3430920541286468
sample_0393,real,0.25896281749010086
sample_0394,real,0.3970317244529724
sample_0395,real,0.3660231232643127
sample_0396,real,0.5877261459827423
sample_0397,real,0.40005257725715637
sample_0398,real,0.19636210799217219
sample_0399,real,0.2166764289140701
sample_0400,real,0.8126979470252991
sample_0401,real,0.33747541904449463
sample_0402,real,0.7615878880023956
sample_0403,real,0.4361196607351303
sample_0404,real,0.3686104565858841
sample_0405,real,0.35247768461704254
sample_0406,real,0.4044002741575241
sample_0407,real,0.3526265472173691
sample_0408,real,0.48455436527729034
sample_0409,real,0.3836977481842041
sample_0410,real,0.2326206266880035
sample_0411,real,0.4399819076061249
sample_0412,real,0.38324807584285736
sample_0413,real,0.42685823142528534
sample_0414,real,0.24193771928548805
sample_0415,real,0.43800972402095795
sample_0416,real,0.6376296579837799
sample_0417,real,0.2906277403235435
sample_0418,real,0.4231902211904526
sample_0419,real,0.5733197927474976
sample_0420,real,0.4034318923950195
sample_0421,real,0.4731521755456924
sample_0422,real,0.5723806023597717
sample_0423,real,0.4301743507385254
sample_0424,real,0.3231910914182663
sample_0425,real,0.5563205778598785
sample_0426,real,0.36808688938617706
sample_0427,real,0.26763699948787684
sample_0428,real,0.28363639116287226
sample_0429,real,0.5269256085157394
sample_0430,real,0.6356894075870514
sample_0431,real,0.4788556694984436
sample_0432,real,0.3473602533340454
sample_0433,real,0.3779258131980896
sample_0434,real,0.3268515318632126
sample_0435,real,0.3936350345611572
sample_0436,real,0.627870500087738
sample_0437,real,0.3273501545190811
sample_0438,real,0.5031249672174454
sample_0439,real,0.45549798011779785
sample_0440,real,0.30713875591754913
sample_0441,real,0.7268506586551666
sample_0442,real,0.6309053301811218
sample_0443,real,0.4206334501504898
sample_0444,real,0.4696921557188034
sample_0445,real,0.287629097700119
sample_0446,real,0.46250721812248224
sample_0447,real,0.6300839483737946
sample_0448,real,0.49399666488170624
sample_0449,real,0.393505722284317
sample_0450,real,0.4818127602338791
sample_0451,real,0.4870850145816803
sample_0452,real,0.506145253777504
sample_0453,real,0.40422670543193817
sample_0454,real,0.27845393121242523
sample_0455,real,0.42786645889282227
sample_0456,real,0.35046739131212234
sample_0457,real,0.3658725917339325
sample_0458,real,0.3649529665708542
sample_0459,real,0.5761075913906097
sample_0460,real,0.39082150161266327
sample_0461,real,0.34987766295671463
sample_0462,real,0.3450354039669037
sample_0463,real,0.5623682886362076
sample_0464,real,0.5994032919406891
sample_0465,real,0.4093123972415924
sample_0466,real,0.6573498249053955
sample_0467,real,0.32719601690769196
sample_0468,real,0.43094027042388916
sample_0469,real,0.2576242759823799
sample_0470,real,0.3809240013360977
sample_0471,real,0.41488420963287354
sample_0472,real,0.4766076803207397
sample_0473,real,0.44011498987674713
sample_0474,real,0.4432431757450104
sample_0475,real,0.5218778550624847
sample_0476,real,0.30704981088638306
sample_0477,real,0.29956112056970596
sample_0478,real,0.221862755715847
sample_0479,real,0.4031766951084137
sample_0480,real,0.6624359786510468
sample_0481,real,0.19566921144723892
sample_0482,real,0.2599486634135246
sample_0483,real,0.35760667920112604
sample_0484,real,0.5196221619844437
sample_0485,real,0.31080970168113703
sample_0486,real,0.33036008477210993
sample_0487,real,0.6986760199069977
sample_0488,real,0.2456149309873581
sample_0489,real,0.4530121982097626
sample_0490,real,0.5618694424629211
sample_0491,real,0.4016498178243637
sample_0492,real,0.525055319070816
sample_0493,real,0.44599056243896484
sample_0494,real,0.30123378336429596
sample_0495,real,0.19386700540781016
sample_0496,real,0.49514123797416687
sample_0497,real,0.35987794399261475
sample_0498,real,0.29359801113605494
sample_0499,real,0.4955817759037018
sample_0500,real,0.5152123421430588
sample_0501,real,0.2500137165188789
sample_0502,real,0.5757468938827515
sample_0503,real,0.5642231404781342
sample_0504,real,0.3282487839460373
sample_0505,real,0.4256653785705566
sample_0506,real,0.4483645111322403
sample_0507,real,0.39600352942943573
sample_0508,real,0.7034536302089691
sample_0509,real,0.46722427010536194
sample_0510,real,0.4396916627883911
sample_0511,real,0.2597877234220505
sample_0512,real,0.5859522074460983
sample_0513,real,0.5116593986749649
sample_0514,real,0.5162965357303619
sample_0515,real,0.450015589594841
sample_0516,real,0.41851359605789185
sample_0517,real,0.4033484011888504
sample_0518,real,0.4257638454437256
sample_0519,real,0.45580676198005676
sample_0520,real,0.38729315996170044
sample_0521,real,0.2615255266427994
sample_0522,real,0.5055757164955139
sample_0523,real,0.4791988432407379
sample_0524,real,0.3867693841457367
sample_0525,real,0.47699834406375885
sample_0526,real,0.29444615542888636
sample_0527,real,0.45125308632850647
sample_0528,real,0.41561825573444366
sample_0529,real,0.3734472095966339
sample_0530,real,0.3516318053007126
sample_0531,real,0.37438100576400757
sample_0532,real,0.36895316094160074
sample_0533,real,0.3721217066049576
sample_0534,real,0.5614766478538513
sample_0535,real,0.4134237468242645
sample_0536,real,0.411349281668663
sample_0537,fake,0.743994951248169
sample_0538,fake,0.5871148109436035
sample_0539,fake,0.6992485523223877
sample_0540,fake,0.7450183033943176
sample_0541,fake,0.7804305553436279
sample_0542,fake,0.7259909212589264
sample_0543,fake,0.7780845463275909
sample_0544,fake,0.6779646575450897
sample_0545,fake,0.7665963768959045
sample_0546,fake,0.7813733220100403
sample_0547,fake,0.6233170628547668
sample_0548,fake,0.6716099083423615
sample_0549,fake,0.6114856600761414
sample_0550,fake,0.6328086853027344
sample_0551,fake,0.6204586029052734
sample_0552,fake,0.4757703691720962
sample_0553,fake,0.543901339173317
sample_0554,fake,0.5633305013179779
sample_0555,fake,0.48288725316524506
sample_0556,fake,0.46745605766773224
sample_0557,fake,0.48796866834163666
sample_0558,fake,0.4093489348888397
sample_0559,fake,0.4628446251153946
sample_0560,fake,0.4781190752983093
sample_0561,fake,0.5444117784500122
sample_0562,fake,0.5144019424915314
sample_0563,fake,0.505266472697258
sample_0564,fake,0.5101848095655441
sample_0565,fake,0.5213311016559601
sample_0566,fake,0.8318401575088501
sample_0567,fake,0.8412669599056244
sample_0568,fake,0.8433392345905304
sample_0569,fake,0.8505190312862396
sample_0570,fake,0.843142032623291
sample_0571,fake,0.5844984352588654
sample_0572,fake,0.6061587631702423
sample_0573,fake,0.3640600517392158
sample_0574,fake,0.43653570115566254
sample_0575,fake,0.46959696710109705
sample_0576,fake,0.6301864385604858
sample_0577,fake,0.47724147140979767
sample_0578,fake,0.5368546843528748
sample_0579,fake,0.62162846326828
sample_0580,fake,0.5328015834093094
sample_0581,fake,0.4084097892045975
sample_0582,fake,0.6201001405715942
sample_0583,fake,0.6333955526351929
sample_0584,fake,0.5840485692024231
sample_0585,fake,0.658466637134552
sample_0586,fake,0.6338354051113129
sample_0587,fake,0.6275536417961121
sample_0588,fake,0.6464117765426636
sample_0589,fake,0.6057889759540558
sample_0590,fake,0.5878524482250214
sample_0591,fake,0.6044865846633911
sample_0592,fake,0.44486501812934875
sample_0593,fake,0.6845912337303162
sample_0594,fake,0.610950767993927
sample_0595,fake,0.6597676575183868
sample_0596,fake,0.5649539828300476
sample_0597,fake,0.5560047328472137
sample_0598,fake,0.5623055696487427
sample_0599,fake,0.5969147384166718
sample_0600,fake,0.6364122331142426
sample_0601,fake,0.6432740688323975
sample_0602,fake,0.47015148401260376
sample_0603,fake,0.6356194913387299
sample_0604,fake,0.5531221330165863
sample_0605,fake,0.36723038554191584
sample_0606,fake,0.3664355874061584
sample_0607,fake,0.49824947118759155
sample_0608,fake,0.7396574020385742
sample_0609,fake,0.42672793567180634
sample_0610,fake,0.34915950894355774
sample_0611,fake,0.3746107891201973
sample_0612,fake,0.552263468503952
sample_0613,fake,0.6059345304965973
sample_0614,fake,0.6921764314174652
sample_0615,fake,0.4108393639326095
sample_0616,fake,0.45068950951099396
sample_0617,fake,0.5156340003013611
sample_0618,fake,0.44873516261577606
sample_0619,fake,0.6526577472686768
sample_0620,fake,0.7101481556892395
sample_0621,fake,0.7078252732753754
sample_0622,fake,0.6710180044174194
sample_0623,fake,0.6985355615615845
sample_0624,fake,0.7415074110031128
sample_0625,fake,0.667961061000824
sample_0626,fake,0.5317014753818512
sample_0627,fake,0.5339479148387909
sample_0628,fake,0.44279175996780396
sample_0629,fake,0.46224458515644073
sample_0630,fake,0.5512906759977341
sample_0631,fake,0.7573813199996948
sample_0632,fake,0.6616445481777191
sample_0633,fake,0.5687325894832611
sample_0634,fake,0.6647697687149048
sample_0635,fake,0.6682581901550293
sample_0636,fake,0.64158695936203
sample_0637,fake,0.7197986543178558
sample_0638,fake,0.46994130313396454
sample_0639,fake,0.6147802770137787
sample_0640,fake,0.5326465219259262
sample_0641,fake,0.5594028830528259
sample_0642,fake,0.5872877538204193
sample_0643,fake,0.5876797437667847
sample_0644,fake,0.5796520709991455
sample_0645,fake,0.6095777451992035
sample_0646,fake,0.4998428225517273
sample_0647,fake,0.5325453728437424
sample_0648,fake,0.5128956139087677
sample_0649,fake,0.39202679693698883
sample_0650,fake,0.44322797656059265
sample_0651,fake,0.6091767251491547
sample_0652,fake,0.49429699778556824
sample_0653,fake,0.5735912024974823
sample_0654,fake,0.550258994102478
sample_0655,fake,0.5576409995555878
sample_0656,fake,0.5368925034999847
sample_0657,fake,0.5217410326004028
sample_0658,fake,0.5837722718715668
sample_0659,fake,0.5749959945678711
sample_0660,fake,0.5934330075979233
sample_0661,fake,0.5635233223438263
sample_0662,fake,0.8241888880729675
sample_0663,fake,0.7541984617710114
sample_0664,fake,0.8076944649219513
sample_0665,fake,0.857848197221756
sample_0666,fake,0.8914351761341095
sample_0667,fake,0.8723838031291962
sample_0668,fake,0.8412316143512726
sample_0669,fake,0.748345822095871
sample_0670,fake,0.8794966340065002
sample_0671,fake,0.875807911157608
sample_0672,fake,0.5685418248176575
sample_0673,fake,0.6097512543201447
sample_0674,fake,0.5897571593523026
sample_0675,fake,0.7237119078636169
sample_0676,fake,0.6008403301239014
sample_0677,fake,0.5418866127729416
sample_0678,fake,0.4550487697124481
sample_0679,fake,0.47973497211933136
sample_0680,fake,0.4802265018224716
sample_0681,fake,0.6304642856121063
sample_0682,fake,0.6216461062431335
sample_0683,fake,0.46989530324935913
sample_0684,fake,0.5866064429283142
sample_0685,fake,0.6406286954879761
sample_0686,fake,0.4825696498155594
sample_0687,fake,0.4670095145702362
sample_0688,fake,0.6296755969524384
sample_0689,fake,0.45964738726615906
sample_0690,fake,0.637067049741745
sample_0691,fake,0.5877432823181152
sample_0692,fake,0.6532763838768005
sample_0693,fake,0.6487334668636322
sample_0694,fake,0.644302248954773
sample_0695,fake,0.6476536691188812
sample_0696,fake,0.811074435710907
sample_0697,fake,0.7507443428039551
sample_0698,fake,0.6284923553466797
sample_0699,fake,0.62363001704216
sample_0700,fake,0.6455636024475098
sample_0701,fake,0.6336825788021088
sample_0702,fake,0.5827967822551727
sample_0703,fake,0.7039414346218109
sample_0704,fake,0.5870065838098526
sample_0705,fake,0.6151243150234222
sample_0706,fake,0.6282075643539429
sample_0707,fake,0.9205063283443451
sample_0708,fake,0.8919696509838104
sample_0709,fake,0.8796083629131317
sample_0710,fake,0.6642704606056213
sample_0711,fake,0.6856867671012878
sample_0712,fake,0.67635777592659
sample_0713,fake,0.696015328168869
sample_0714,fake,0.6666926741600037
sample_0715,fake,0.552156388759613
sample_0716,fake,0.6516229510307312
sample_0717,fake,0.5833005011081696
sample_0718,fake,0.7593552768230438
sample_0719,fake,0.7443636357784271
sample_0720,fake,0.5284338146448135
sample_0721,fake,0.669867068529129
sample_0722,fake,0.5595046579837799
sample_0723,fake,0.4350767880678177
sample_0724,fake,0.5272961556911469
sample_0725,fake,0.6910774409770966
sample_0726,fake,0.5951113104820251
sample_0727,fake,0.6063393354415894
sample_0728,fake,0.5022625774145126
sample_0729,fake,0.49426528811454773
sample_0730,fake,0.39490877091884613
sample_0731,fake,0.5028524845838547
sample_0732,fake,0.5954611748456955
sample_0733,fake,0.5363138020038605
sample_0734,fake,0.49267300963401794
sample_0735,fake,0.6090549826622009
sample_0736,fake,0.5404841601848602
sample_0737,fake,0.5647502243518829
sample_0738,fake,0.45159466564655304
sample_0739,fake,0.4443135410547256
sample_0740,fake,0.4425552487373352
sample_0741,fake,0.49609653651714325
sample_0742,fake,0.5654014945030212
sample_0743,fake,0.4744458496570587
sample_0744,fake,0.3714909702539444
sample_0745,fake,0.4979148209095001
sample_0746,fake,0.4532577842473984
sample_0747,fake,0.6655198335647583
sample_0748,fake,0.6826688349246979
sample_0749,fake,0.683397650718689
sample_0750,fake,0.7214530110359192
sample_0751,fake,0.4758480191230774
sample_0752,fake,0.5880460441112518
sample_0753,fake,0.5630017518997192
sample_0754,fake,0.7609522342681885
sample_0755,fake,0.5099069178104401
sample_0756,fake,0.48181071877479553
sample_0757,fake,0.5821815431118011
sample_0758,fake,0.7091785967350006
sample_0759,fake,0.48257121443748474
sample_0760,fake,0.5452457964420319
sample_0761,fake,0.38421258330345154
sample_0762,fake,0.5991034209728241
sample_0763,fake,0.6056508421897888
sample_0764,fake,0.5409966111183167
sample_0765,fake,0.597762867808342
sample_0766,fake,0.5655023455619812
sample_0767,fake,0.565570056438446
sample_0768,fake,0.47747886180877686
sample_0769,fake,0.7545430660247803
sample_0770,fake,0.5689505040645599
sample_0771,fake,0.5375609993934631
sample_0772,fake,0.7799893915653229
sample_0773,fake,0.7808147966861725
sample_0774,fake,0.68923020362854
sample_0775,fake,0.6708328127861023
sample_0776,fake,0.7541446089744568
sample_0777,fake,0.471641480922699
sample_0778,fake,0.43095792829990387
sample_0779,fake,0.4297924190759659
sample_0780,fake,0.4411214292049408
sample_0781,fake,0.5653646141290665
sample_0782,fake,0.5523847341537476
sample_0783,fake,0.5664181411266327
sample_0784,fake,0.5648432374000549
sample_0785,fake,0.4188349694013595
sample_0786,fake,0.4342140257358551
sample_0787,fake,0.427547350525856
sample_0788,fake,0.5293717980384827
sample_0789,fake,0.42776307463645935
sample_0790,fake,0.4393978714942932
sample_0791,fake,0.328408420085907
sample_0792,fake,0.7753491401672363
sample_0793,fake,0.31126005947589874
sample_0794,fake,0.6306106150150299
sample_0795,fake,0.5385323762893677
sample_0796,fake,0.45663149654865265
sample_0797,fake,0.48531194031238556
sample_0798,fake,0.4922506511211395
sample_0799,fake,0.4243103563785553
sample_0800,fake,0.4110749065876007
sample_0801,fake,0.4085416793823242
sample_0802,fake,0.42144137620925903
sample_0803,fake,0.48383253812789917
sample_0804,fake,0.8109127283096313
sample_0805,fake,0.48118381202220917
sample_0806,fake,0.5111612975597382
sample_0807,fake,0.47490106523036957
sample_0808,fake,0.5907359421253204
